Date,Open,High,Low,Close,Adj Close,Volume
2021-11-09,24.959999,25.290001,24.139999,25.290001,25.290001,1500
2021-11-10,24.799999,24.799999,22.559999,22.957001,22.957001,5600
2021-11-11,23.610001,23.622999,23.271000,23.271000,23.271000,2100
2021-11-12,22.910000,23.122999,22.910000,23.122999,23.122999,2600
2021-11-15,22.770000,23.573999,22.770000,23.573999,23.573999,2000
2021-11-16,24.010000,24.020000,23.639000,23.639000,23.639000,2300
2021-11-17,23.290001,23.290001,22.320000,22.320000,22.320000,2600
2021-11-18,22.250000,22.260000,22.250000,22.260000,22.260000,500
2021-11-19,21.150000,21.150000,21.150000,21.150000,21.150000,600
2021-11-22,20.459999,20.730000,20.430000,20.430000,20.430000,1600
2021-11-23,22.636000,22.636000,22.469999,22.469999,22.469999,1500
2021-11-24,23.382999,23.382999,23.382999,23.382999,23.382999,200
2021-11-26,21.330000,21.330000,18.809999,20.680000,20.680000,11400
2021-11-29,22.360001,22.719999,20.740000,20.763000,20.763000,26800
2021-11-30,19.820000,20.139999,19.010000,19.180000,19.180000,7200
2021-12-01,20.458000,20.924999,18.480000,18.482000,18.482000,30600
2021-12-02,18.000000,20.320000,17.900000,20.320000,20.320000,58600
2021-12-03,20.350000,20.350000,19.100000,19.200001,19.200001,6200
2021-12-06,20.180000,21.330000,20.160000,20.910000,20.910000,5200
2021-12-07,21.709999,22.600000,21.709999,22.430000,22.430000,58500
2021-12-08,21.969999,22.580000,21.950001,22.580000,22.580000,11300
2021-12-09,21.170000,21.629999,21.120001,21.120001,21.120001,21000
2021-12-10,20.875000,21.903000,20.790001,21.903000,21.903000,3800
2021-12-13,20.510000,20.510000,19.520000,19.520000,19.520000,3400
2021-12-14,19.792999,20.339001,19.437000,19.438999,19.438999,58800
2021-12-15,18.910000,19.299999,18.010000,18.840000,18.840000,19400
2021-12-16,20.059999,20.910000,19.700001,20.080000,20.080000,12300
2021-12-17,19.709999,19.709999,17.760000,17.760000,17.760000,10000
2021-12-20,16.420000,17.736000,16.299999,17.736000,17.736000,51000
2021-12-21,18.719999,19.990000,18.600000,19.990000,19.990000,32500
2021-12-22,20.160000,20.770000,19.370001,20.770000,20.770000,7000
2021-12-23,20.459999,20.459999,19.851999,20.190001,20.190001,45800
2021-12-27,19.299999,21.750000,19.299999,21.750000,21.750000,15600
2021-12-28,21.709999,21.709999,21.000000,21.221001,21.221001,3700
2021-12-29,20.950001,21.000000,20.670000,20.670000,20.670000,1200
2021-12-30,20.705000,20.705000,20.139999,20.139999,20.139999,1200
2021-12-31,20.459999,20.770000,20.365999,20.770000,20.770000,2100
2022-01-03,20.770000,22.469999,20.770000,22.469999,22.469999,3200
2022-01-04,23.040001,25.230000,23.040001,25.010000,25.010000,26900
